Chapter,Type,Type#,Formula#,Path,latex
19,19.7,Theorem,2,real_and_complex/19.7 Theorem_19_2.jpg,$\left|D^{n}(f g)\right| \leq \beta_{f} \beta_{g} \sum_{j=0}^{n}\left(\begin{array}{l}n \\ j\end{array}\right) B_{f}^{j} B_{g}^{n-j} M_{j} M_{n-j}$
5,5.17,Proposition,4,real_and_complex/5.17 Proposition_5_4.jpg,$f(i x)=u(i x)-i u(-x)=u(i x)+i u(x)=i f(x)$
7,7.13,Theorem,1,real_and_complex/7.13 Theorem_7_1.jpg,$\lim _{i \rightarrow \infty} \frac{\mu\left(E_{i}(x)\right)}{m\left(E_{i}(x)\right)}=0 \quad$ a.e. $[m]$.
9,9.21,Theorem,8,real_and_complex/9.21 Theorem_9_8.jpg,$c \beta(x)=\int_{0}^{\delta} \beta(y) \beta(x) d y=\int_{0}^{\delta} \beta(y+x) d y=\int_{x}^{x+\delta} \beta(y) d y$.
1,1.34,Lebesgue’s,1,real_and_complex/1.34 Lebesgue’s Dominated Convergence Theorem_1_1.jpg,$f(x)=\lim _{n \rightarrow \infty} f_{n}(x)$
2,2.13,Theorem,7,real_and_complex/2.13 Theorem_2_7.jpg,$\mu(K)=\inf \{\Lambda f: K \prec f\}$.
19,19.3,Theorem,4,real_and_complex/19.3 Theorem_19_4.jpg,"$\lim _{\epsilon \rightarrow 0} \int_{-\infty}^{\infty} f_{\epsilon}(x) e^{-i t x} d x=0 \quad(t$ real, $|t|>A)$"
7,7.21,Theorem,3,real_and_complex/7.21 Theorem_7_3.jpg,$F_{\eta}(x)=\int_{a}^{x} g(t) d t-f(x)+f(a)+\eta(x-a) \quad(a \leq x \leq b)$.
4,4.12,Theorem,2,real_and_complex/4.12 Theorem_4_2.jpg,$M=\{x: L x=0\}$.
1,1.13,Definition,3,real_and_complex/1.13 Definition_1_3.jpg,$\beta=\limsup _{n \rightarrow \infty} a_{n}$.
15,15.10,Theorem,7,real_and_complex/15.10 Theorem_15_7.jpg,$g(z) P(z)=w_{0}+w_{1} z+\cdots+w_{m} z^{m}+\cdots$.
10,10.7,Theorem,5,real_and_complex/10.7 Theorem_10_5.jpg,"$c_{n}=\int_{X} \frac{d \mu(\zeta)}{(\varphi(\zeta)-a)^{n+1}} \quad(n=0,1,2, \ldots)$"
13,13.6,Theorem,1,real_and_complex/13.6 Theorem_13_1.jpg,$|f(z)-R(z)|<\epsilon$
8,8.6,Theorem,1,real_and_complex/8.6 Theorem_8_1.jpg,"$\varphi(x)=\lambda\left(Q_{x}\right), \quad \psi(y)=\mu\left(Q^{y}\right)$"
17,17.17,Theorem,8,real_and_complex/17.17 Theorem_17_8.jpg,$P\left[\log ^{-}\left|f^{*}\right|\right] \leq \liminf _{R \rightarrow 1} P\left[\log ^{-}\left|f_{R}\right|\right]=P\left[\log ^{+}\left|f^{*}\right|\right]-\log |f|$
12,12.10,Lindelof’s,5,real_and_complex/12.10 Lindelof’s Theorem_12_5.jpg,$|h(z)|<\epsilon \quad$ if $\quad z \in \Omega \cap E$.
1,1.23,Definition,1,real_and_complex/1.23 Definition_1_1.jpg,$s=\sum_{i=1}^{n} \alpha_{i} \chi_{A_{i}}$
20,20.5,Theorem,2,real_and_complex/20.5 Theorem_20_2.jpg,"$|f(z)-P(z)|<10,000 \omega(\delta) \quad(z \in K)$"
5,3.10,Theorem,2,real_and_complex/3.10 Theorem_5_2.jpg,"where
\[
D_{n}(t)=\sum_{k=-n}^{n} e^{i k t}
\]"
11,11.14,Theorem,1,real_and_complex/11.14 Theorem_11_1.jpg,$\Omega^{-}=\left\{z: \bar{z} \in \Omega^{+}\right\}$.
5,3.10,Theorem,3,real_and_complex/3.10 Theorem_5_3.jpg,$\lim _{n \rightarrow \infty} s_{n}(f ; x)=f(x)$
14,14.1,Definition,1,real_and_complex/14.1 Definition_14_1.jpg,$A[z]=\frac{z}{|z|}$
12,12.10,Lindelof’s,4,real_and_complex/12.10 Lindelof’s Theorem_12_4.jpg,$|h(r)|<\epsilon$.
17,17.21,Beurling’s,6,real_and_complex/17.21 Beurling’s Theorem_17_6.jpg,"$\frac{1}{2 \pi} \int_{-\pi}^{\pi} h^{*}\left(e^{i \theta}\right) \overline{\varphi^{*}\left(e^{i \theta}\right)} e^{-i n \theta} d \theta=0 \quad(n=-1,-2,-3, \ldots)$"
15,15.21,Theorem,1,real_and_complex/15.21 Theorem_15_1.jpg,$\sum_{n=1}^{\infty}\left(1-\left|\alpha_{n}\right|\right)<\infty$
13,13.6,Theorem,0,real_and_complex/13.6 Theorem_13_0.jpg,"By Theorem 10.7 (with $X=K, \varphi(\zeta)=\zeta), h \in H\left(S^{2}-K\right)$."
15,15.10,Theorem,6,real_and_complex/15.10 Theorem_15_6.jpg,$g(z) P(z)=\left(c_{m+1}+c_{m} z+\cdots+c_{1} z^{m}\right) \quad\left(b_{1}+b_{2} z+b_{3} z^{2}+\cdots\right)$.
1,1.13,Definition,2,real_and_complex/1.13 Definition_1_2.jpg,"$\beta=\inf \left\{b_{1}, b_{2}, b_{3}, \ldots\right\}$"
10,10.7,Theorem,4,real_and_complex/10.7 Theorem_10_4.jpg,$f(z)=\sum_{0}^{\infty} c_{n}(z-a)^{n} \quad(z \in D(a ; r))$
3,3.3,Theorem,8,real_and_complex/3.3 Theorem_3_8.jpg,$y_{1}^{\alpha_{1}} y_{2}^{\alpha_{2}} \cdots y_{n}^{\alpha_{n}} \leq \alpha_{1} y_{1}+\alpha_{2} y_{2}+\cdots+\alpha_{n} y_{n}$
4,4.12,Theorem,3,real_and_complex/4.12 Theorem_4_3.jpg,$u=(L x) z-(L z) x$
7,7.21,Theorem,2,real_and_complex/7.21 Theorem_7_2.jpg,$\int_{a}^{b} g(t) d t<\int_{a}^{b} f^{\prime}(t) d t+\epsilon$.
5,5.8,The,6,real_and_complex/5.8 The Banach-Steinhaus Theorem_5_6.jpg,$\left\|\Lambda_{\alpha} x\right\| \leq\left\|\Lambda_{\alpha}\left(x_{0}+x\right)\right\|+\left\|\Lambda_{\alpha} x_{0}\right\| \leq 2 N$
15,15.4,Theorem,8,real_and_complex/15.4 Theorem_15_8.jpg,$|f(s)| \geq(1-2 \epsilon)\left|p_{N_{0}}(s)\right| \quad(s \in S)$
19,19.3,Theorem,5,real_and_complex/19.3 Theorem_19_5.jpg,$\Gamma_{\alpha}(s)=s e^{i \alpha} \quad(0 \leq s<\infty)$
7,7.2,Definition,1,real_and_complex/7.2 Definition_7_1.jpg,"$B(x, r)=\left\{y \in R^{k}:|y-x|<r\right\}$"
7,7.1,Theorem,1,real_and_complex/7.1 Theorem_7_1.jpg,"$f(x)=\mu((-\infty, x)) \quad\left(x \in R^{1}\right)$."
2,2.13,Theorem,6,real_and_complex/2.13 Theorem_2_6.jpg,$\Lambda g=\Lambda\left(h_{1} g\right)+\Lambda\left(h_{2} g\right) \leq \mu\left(V_{1}\right)+\mu\left(V_{2}\right)$
16,16.2,Theorem,2,real_and_complex/16.2 Theorem_16_2.jpg,"$h(z)=\left\{\begin{array}{ll}f(z) & (z \in U), \\ g_{i}(z) & \left(z \in D_{i}\right)\end{array}\right.$"
1,1.27,Theorem,3,real_and_complex/1.27 Theorem_1_3.jpg,$\int_{X}\left(f_{1}+f_{2}\right) d \mu=\int_{X} f_{1} d \mu+\int_{X} f_{2} d \mu$.
9,9.21,Theorem,9,real_and_complex/9.21 Theorem_9_9.jpg,"$\beta^{\prime}(x)=A \beta(x), \quad A=\beta^{\prime}$."
18,18.13,Theorem,6,real_and_complex/18.13 Theorem_18_6.jpg,"$I=\{a x+y: a \in A, y \in J\}$."
5,5.17,Proposition,5,real_and_complex/5.17 Proposition_5_5.jpg,"$|f(x)|=f(\alpha x)=u(\alpha x) \leq\|u\| \cdot\|\alpha x\|=\|u\| \cdot\|x\|$,"
3,3.17,Theorem,1,real_and_complex/3.17 Theorem_3_1.jpg,$\|f\|=\sup _{x \in X}|f(x)|$.
19,19.7,Theorem,1,real_and_complex/19.7 Theorem_19_1.jpg,$D^{n}(f g)=\sum_{j=0}^{n}\left(\begin{array}{l}n \\ j\end{array}\right)\left(D^{j} f\right) \cdot\left(D^{n-j} g\right)$
7,7.17,Definition,2,real_and_complex/7.17 Definition_7_2.jpg,$\sum_{i=1}^{n}\left(\beta_{i}-\alpha_{i}\right)<\delta$
11,11.2,Theorem,1,real_and_complex/11.2 Theorem_11_1.jpg,$(\bar{\partial} f)(z)=0$
11,11.22,Theorem,5,real_and_complex/11.22 Theorem_11_5.jpg,$c_{\alpha}\left(N_{\alpha} u_{0}\right)\left(e^{i \theta}\right) \leq\left(M \mu_{0}\right)\left(e^{i \theta}\right) \leq \epsilon$
9,9.2,Theorem,2,real_and_complex/9.2 Theorem_9_2.jpg,$\hat{f}^{\prime}(t)=-i \int_{-\infty}^{\infty} x f(x) e^{-i x t} d m(x)$
19,19.11,Theorem,2,real_and_complex/19.11 Theorem_19_2.jpg,$f(z)=\int_{0}^{A} F(t) e^{i t z} d t$
8,8.18,Theorem,3,real_and_complex/8.18 Theorem_8_3.jpg,$g_{t}(x)=\left\{\begin{array}{ll}f(x) & \text { if } f(x)>c t \\ 0 & \text { if } f(x) \leq c t\end{array}\right.$
18,18.9,Theorem,7,real_and_complex/18.9 Theorem_18_7.jpg,"$\left\|\lambda^{-n} x^{n}\right\| \leq C(\lambda) \quad(n=1,2,3, \ldots)$"
15,15.26,Theorem,2,real_and_complex/15.26 Theorem_15_2.jpg,"$\int_{I} t^{k} d \mu(t)=0 \quad(k=1,2,3, \ldots)$"
7,7.24,Theorem,3,real_and_complex/7.24 Theorem_7_3.jpg,"$\lim _{r \rightarrow 0} \frac{m(F(B(0, r)))}{m(B(0, r))}=1$"
15,15.18,Theorem,2,real_and_complex/15.18 Theorem_15_2.jpg,$g(z)=f(z) \prod_{n=1}^{m} \frac{r^{2}-\bar{\alpha}_{n} z}{r\left(\alpha_{n}-z\right)} \prod_{n=m+1}^{N} \frac{\alpha_{n}}{\alpha_{n}-z}$
9,9.21,Theorem,4,real_and_complex/9.21 Theorem_9_4.jpg,$\varphi(f) \varphi(g)=\varphi(f) \int_{-\infty}^{\infty} g(y) \beta(y) d m(y)$
1,1.26,Lebesgue’s,3,real_and_complex/1.26 Lebesgue’s Monotone Convergence Theorem_1_3.jpg,"$E_{n}=\left\{x: f_{n}(x) \geq c s(x)\right\} \quad(n=1,2,3, \ldots)$"
10,10.35,Cauchy’s,1,real_and_complex/10.35 Cauchy’s Theorem_10_1.jpg,$\operatorname{Ind}_{\Gamma}(\alpha)=0 \quad$ for every $\alpha$ not in $\Omega$
17,17.8,Remark,3,real_and_complex/17.8 Remark_17_3.jpg,$\|f+g\|_{p} \leq\|f\|_{p}+\|g\|_{p}$.
19,19.3,Theorem,11,real_and_complex/19.3 Theorem_19_11.jpg,"$\gamma=\frac{\alpha+\beta}{2}, \quad \eta=\cos \frac{\beta-\alpha}{2}>0$."
15,15.17,Lemma,2,real_and_complex/15.17 Lemma_15_2.jpg,$\Gamma(t)=e^{i t} \quad(\delta \leq t \leq 2 \pi-\delta)$
19,19.2,Theorem,17,real_and_complex/19.2 Theorem_19_17.jpg,$\int_{0}^{\infty}|F(t)|^{2} d t \leq C$.
7,7.19,Theorem,3,real_and_complex/7.19 Theorem_7_3.jpg,$F(y) \geq|f(y)-f(x)|+\sum_{i=1}^{N}\left|f\left(t_{i}\right)-f\left(t_{i-1}\right)\right|$
12,12.8,Theorem,6,real_and_complex/12.8 Theorem_12_6.jpg,$\left|f(z) h_{\epsilon}(z)\right| \leq \frac{B}{\epsilon|y|} \quad(z=x+i y \in \bar{\Omega})$.
15,15.4,Theorem,5,real_and_complex/15.4 Theorem_15_5.jpg,$q_{M}-p_{N}=p_{N}\left\{\prod\left(1+u_{n_{k}}\right)-1\right\}$.
19,19.3,Theorem,8,real_and_complex/19.3 Theorem_19_8.jpg,$\Phi_{0}(w)=\int_{0}^{\infty} f(x) e^{-w x} d x \quad(\operatorname{Re} w>0)$
3,3.3,Theorem,5,real_and_complex/3.3 Theorem_3_5.jpg,$\exp \left\{\frac{1}{n}\left(x_{1}+\cdots+x_{n}\right)\right\} \leq \frac{1}{n}\left(e^{x_{1}}+\cdots+e^{x_{n}}\right)$
16,16.5,Theorem,1,real_and_complex/16.5 Theorem_16_1.jpg,"$\lambda q_{k}>(\lambda+1) p_{k} \quad(k=1,2,3, \ldots)$"
2,2.24,Lusin’s,2,real_and_complex/2.24 Lusin’s Theorem_2_2.jpg,$\sup _{x \in X}|g(x)| \leq \sup _{x \in X}|f(x)|$.
11,11.9,Theorem,2,real_and_complex/11.9 Theorem_11_2.jpg,$g(z)=h(z)+\epsilon|z|^{2} \quad(z \in \bar{U})$.
14,14.12,Theorem,2,real_and_complex/14.12 Theorem_14_2.jpg,$g(z)=z h\left(z^{2}\right) \quad(z \in U)$.
12,12.12,The,4,real_and_complex/12.12 The Hausdorff-Young Theorem_12_4.jpg,"$b_{n}=B_{n}^{1 / p} \beta_{n}, \quad\left|\beta_{n}\right|=1, \quad \sum_{n=1}^{N} B_{n}=1$"
14,14.6,Theorem,3,real_and_complex/14.6 Theorem_14_3.jpg,$\left|f\left(z^{\prime}\right)-f\left(z^{\prime \prime}\right)\right|<\frac{M\left(K_{n+1}\right)}{\delta_{n}}\left|z^{\prime}-z^{\prime \prime}\right|$
17,17.26,Theorem,3,real_and_complex/17.26 Theorem_17_3.jpg,$\int_{T}\left|f_{r}\right|^{p} d \sigma \leq \beta \int_{T}\left(u_{r}\right)^{p} d \sigma-\alpha \int_{T}\left|f_{r}\right|^{p} \cos \left(p \varphi_{r}\right) d \sigma$
17,17.18,Theorem,3,real_and_complex/17.18 Theorem_17_3.jpg,$f(z)=c B(z) \exp \left\{\int_{T} \frac{e^{i t}+z}{e^{i t}-z} d \mu(t)\right\}$
9,9.13,Theorem,6,real_and_complex/9.13 Theorem_9_6.jpg,$\lim _{\lambda \rightarrow 0}\left(g * h_{\lambda}\right)=g=\|f\|_{2}^{2}$
11,11.20,with,6,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_6.jpg,$\mu\left(I_{j}\right) \leq(M \mu) \sigma\left(I_{j}\right)$
4,4.25,Theorem,1,real_and_complex/4.25 Theorem_4_1.jpg,$\hat{f}(n)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f(t) e^{-i n t} d t \quad(n \in Z)$
11,11.20,with,7,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_7.jpg,$=M \int_{T} K d \sigma \leq M \int_{T} P_{r} d \sigma=M$
9,9.13,Theorem,7,real_and_complex/9.13 Theorem_9_7.jpg,$\lim _{\lambda \rightarrow 0} \int_{-\infty}^{\infty} H(\lambda t) \hat{g}(t) d m(t)=\int_{-\infty}^{\infty}|\hat{f}(t)|^{2} d m(t)$
17,17.26,Theorem,2,real_and_complex/17.26 Theorem_17_2.jpg,$\int_{T}\left|(\psi h)_{r}\right|^{p} d \sigma \leq A_{p}^{p} \int_{T}|h|^{p} d \sigma \cdot(0 \leq r<1)$
17,17.18,Theorem,2,real_and_complex/17.18 Theorem_17_2.jpg,$\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|g\left(r e^{i \theta}\right)\right| d \theta=\log |g|$
14,14.6,Theorem,2,real_and_complex/14.6 Theorem_14_2.jpg,$f\left(z^{\prime}\right)-f\left(z^{\prime \prime}\right)=\frac{z^{\prime}-z^{\prime \prime}}{2 \pi i} \int_{\gamma} \frac{f(\zeta)}{\left(\zeta-z^{\prime}\right)\left(\zeta-z^{\prime \prime}\right)} d \zeta$
17,17.17,Theorem,5,real_and_complex/17.17 Theorem_17_5.jpg,$|f(z)| \leq\left|Q_{f}(z)\right| \quad(z \in U)$
13,13.5,Theorem,6,real_and_complex/13.5 Theorem_13_6.jpg,$\operatorname{Ind}_{\Gamma}(\alpha)=\left\{\begin{array}{ll}1 & \text { if } \alpha \text { is in the interior of some } Q_{r} \\ 0 & \text { if } \alpha \text { lies in no } Q_{r}\end{array}\right.$
12,12.12,The,5,real_and_complex/12.12 The Hausdorff-Young Theorem_12_5.jpg,$\sum_{n=1}^{N} b_{n} \hat{f}(n)=\sum_{n=1}^{N} B_{n}^{1 / p} \beta_{n} \int_{X} F^{1 / p} \varphi \bar{\psi}_{n} d \mu$
2,2.24,Lusin’s,3,real_and_complex/2.24 Lusin’s Theorem_2_3.jpg,$f(x)=\sum_{n=1}^{\infty} t_{n}(x) \quad(x \in X)$.
3,3.3,Theorem,4,real_and_complex/3.3 Theorem_3_4.jpg,$\exp \left\{\int_{\Omega} f d \mu\right\} \leq \int_{\Omega} e^{f} d \mu$.
19,19.3,Theorem,9,real_and_complex/19.3 Theorem_19_9.jpg,$\Phi_{\pi}(w)=-\int_{-\infty}^{0} f(x) e^{-w x} d x \quad(\operatorname{Re} w<0)$
15,15.4,Theorem,4,real_and_complex/15.4 Theorem_15_4.jpg,"$\{1,2, \ldots, N\} \subset\left\{n_{1}, n_{2}, \ldots, n_{M}\right\}$"
12,12.8,Theorem,7,real_and_complex/12.8 Theorem_12_7.jpg,$g(z)=M(a)^{(b-z) /(b-a)} M(b)^{(z-a) /(b-a)}$
15,15.27,Remark,2,real_and_complex/15.27 Remark_15_2.jpg,$\left|a_{n}\right| \leq\left(\frac{e \lambda}{n}\right)^{n / \lambda}$
7,7.19,Theorem,2,real_and_complex/7.19 Theorem_7_2.jpg,$a=t_{0}<t_{1}<\cdots<t_{N}=x$
10,10.33,Theorem,1,real_and_complex/10.33 Theorem_10_1.jpg,$\tilde{\gamma}_{i}(f)=\int_{\gamma_{i}} f(z) d z$
19,19.3,Theorem,10,real_and_complex/19.3 Theorem_19_10.jpg,$\int_{-\infty}^{\infty} f_{\epsilon}(x) e^{-i t x} d x=\Phi_{0}(\epsilon+i t)-\Phi_{\pi}(-\epsilon+i t) \quad(t$ real $)$
19,19.2,Theorem,16,real_and_complex/19.2 Theorem_19_16.jpg,$\int_{-\infty}^{\infty} e^{-2 t y}|F(t)|^{2} d t=\int_{-\infty}^{\infty}\left|\hat{f}_{y}(t)\right|^{2} d t=\frac{1}{2 \pi} \int_{-\infty}^{\infty}\left|f_{y}(x)\right|^{2} d x \leq C$.
15,15.17,Lemma,3,real_and_complex/15.17 Lemma_15_3.jpg,$\frac{1}{2 \pi} \int_{\delta}^{2 \pi-\delta} \log \left|1-e^{i \theta}\right| d \theta=\operatorname{Re}\left[\frac{1}{2 \pi i} \int_{\Gamma} h(z) \frac{d z}{z}\right]=\operatorname{Re}\left[\frac{1}{2 \pi i} \int_{\gamma} h(z) \frac{d z}{z}\right]$.
10,10.13,Cauchy’s,1,real_and_complex/10.13 Cauchy’s Theorem_10_1.jpg,$\int_{\partial \Delta} f(z) d z=0$.
7,7.4,Theorem,1,real_and_complex/7.4 Theorem_7_1.jpg,"then
\[
m\{M \mu>\lambda\} \leq 3^{k} \lambda^{-1}\|\mu\| .
\]"
17,17.8,Remark,2,real_and_complex/17.8 Remark_17_2.jpg,$\left\|(f+g)_{r}\right\|_{p}=\left\|f_{r}+g_{r}\right\|_{p} \leq\left\|f_{r}\right\|_{p}+\left\|g_{r}\right\|_{p}$
9,9.21,Theorem,5,real_and_complex/9.21 Theorem_9_5.jpg,$\varphi(f) \beta(y)=\varphi\left(f_{y}\right)$
1,1.26,Lebesgue’s,2,real_and_complex/1.26 Lebesgue’s Monotone Convergence Theorem_1_2.jpg,$\alpha \leq \int_{X} f d \mu$
17,17.13,Theorem,1,real_and_complex/17.13 Theorem_17_1.jpg,$\int_{T} e^{-i n t} d \mu(t)=0$
7,7.24,Theorem,2,real_and_complex/7.24 Theorem_7_2.jpg,$F(x)=A^{-1} T(x) \quad(x \in V)$.
15,15.26,Theorem,3,real_and_complex/15.26 Theorem_15_3.jpg,$f(z)=\int_{I} t^{z} d \mu(t)$
15,15.18,Theorem,3,real_and_complex/15.18 Theorem_15_3.jpg,$\log |g|=\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|g\left(r e^{i \theta}\right)\right| d \theta$
18,18.9,Theorem,6,real_and_complex/18.9 Theorem_18_6.jpg,
8,8.18,Theorem,2,real_and_complex/8.18 Theorem_8_2.jpg,$f=g_{t}+h_{t}$
19,19.11,Theorem,3,real_and_complex/19.11 Theorem_19_3.jpg,$g(w)=f\left(\frac{i-i w}{1+w}\right)$.
11,11.22,Theorem,4,real_and_complex/11.22 Theorem_11_4.jpg,$\lim _{j \rightarrow \infty} u_{1}\left(z_{j}\right)=0$
11,11.2,Theorem,2,real_and_complex/11.2 Theorem_11_2.jpg,$f^{\prime}(z)=(\partial f)(z) \quad(z \in \Omega)$.
6,6.2,Theorem,4,real_and_complex/6.2 Theorem_6_4.jpg,$=\sum_{i} \sum_{j}\left|\mu\left(A_{j} \cap E_{i}\right)\right| \leq \sum_{i}|\mu|\left(E_{i}\right)$.
7,7.17,Definition,1,real_and_complex/7.17 Definition_7_1.jpg,$\sum_{i=1}^{n}\left|f\left(\beta_{i}\right)-f\left(\alpha_{i}\right)\right|<\epsilon$
11,11.22,Theorem,6,real_and_complex/11.22 Theorem_11_6.jpg,$\limsup _{j \rightarrow \infty} u_{0}\left(z_{j}\right) \leq \epsilon / c_{\alpha}$.
9,9.2,Theorem,1,real_and_complex/9.2 Theorem_9_1.jpg,"$\frac{\hat{f}(s)-\hat{f}(t)}{s-t}=\int_{-\infty}^{\infty} f(x) e^{-i x t} \varphi(x, s-t) d m(x) \quad(s \neq t)$"
19,19.11,Theorem,1,real_and_complex/19.11 Theorem_19_1.jpg,"$\left\|D^{n} F\right\|_{\infty} \leq 2^{-n} M_{n} \quad(n=0,1,2, \ldots)$"
18,18.9,Theorem,4,real_and_complex/18.9 Theorem_18_4.jpg,$(\lambda e-x) \sum_{n=0}^{\infty} \lambda^{-n-1} x^{n}=e$
15,15.18,Theorem,1,real_and_complex/15.18 Theorem_15_1.jpg,$|f| \prod_{n=1}^{N} \frac{r}{\left|\alpha_{n}\right|}=\exp \left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|f\left(r e^{i \theta}\right)\right| d \theta\right\}$
15,15.26,Theorem,1,real_and_complex/15.26 Theorem_15_1.jpg,"$\int_{I} t^{\lambda_{n}} d \mu(t)=0 \quad(n=1,2,3, \ldots)$"
17,17.13,Theorem,3,real_and_complex/17.13 Theorem_17_3.jpg,"$P\left(z, e^{i t}\right)=\sum_{-\infty}^{\infty} r^{|n|} e^{i n \theta} e^{-i n t}$"
4,4.17,Theorem,1,real_and_complex/4.17 Theorem_4_1.jpg,$\sum_{\alpha \in A}|\hat{x}(\alpha)|^{2} \leq\|x\|^{2}$
7,7.4,Theorem,3,real_and_complex/7.4 Theorem_7_3.jpg,$\lambda \cdot m\{|f|>\lambda\}$
10,10.18,Tbeorem,4,real_and_complex/10.18 Tbeorem_10_4.jpg,$g(z)=\left\{\begin{array}{ll}(z-a)^{-m} f(z) & (z \in \Omega-\{a\}) \\ c_{m} & (z=a) .\end{array}\right.$
10,10.13,Cauchy’s,3,real_and_complex/10.13 Cauchy’s Theorem_10_3.jpg,$J=\sum_{j=1}^{4} \int_{\partial \Delta^{\prime}} f(z) d z$
10,10.35,Cauchy’s,2,real_and_complex/10.35 Cauchy’s Theorem_10_2.jpg,$f(z) \cdot \operatorname{Ind}_{\Gamma}(z)=\frac{1}{2 \pi i} \int_{\Gamma} \frac{f(w)}{w-z} d w \quad$ for $z \in \Omega-\Gamma^{*}$
9,9.21,Theorem,7,real_and_complex/9.21 Theorem_9_7.jpg,$\int_{0}^{\delta} \beta(y) d y=c \neq 0$.
15,15.17,Lemma,1,real_and_complex/15.17 Lemma_15_1.jpg,"$\operatorname{Re} h(z)=\log |1-z|, \quad|\operatorname{Im} h(z)|<\frac{\pi}{2} \quad(z \in \Omega)$"
19,19.2,Theorem,14,real_and_complex/19.2 Theorem_19_14.jpg,$F(t)=e^{t} \hat{f}_{1}(t)$
19,19.3,Theorem,12,real_and_complex/19.3 Theorem_19_12.jpg,$\operatorname{Re}\left(w e^{i \alpha}\right)=\eta|w|=\operatorname{Re}\left(w e^{i \beta}\right)$
10,10.33,Theorem,3,real_and_complex/10.33 Theorem_10_3.jpg,$\Gamma=\gamma_{1} \dot{+} \cdots \dot{+} \gamma_{n}$
15,15.4,Theorem,6,real_and_complex/15.4 Theorem_15_6.jpg,$\left|q_{M}-p_{N}\right| \leq\left|p_{N}\right|\left(e^{\epsilon}-1\right) \leq 2\left|p_{N}\right| \epsilon \leq 2 C \epsilon$
12,12.8,Theorem,5,real_and_complex/12.8 Theorem_12_5.jpg,$\left|f(z) h_{\epsilon}(z)\right| \leq 1 \quad(z \in \partial \Omega)$.
2,2.24,Lusin’s,1,real_and_complex/2.24 Lusin’s Theorem_2_1.jpg,$\mu(\{x: f(x) \neq g(x)\})<\epsilon$.
11,11.9,Theorem,1,real_and_complex/11.9 Theorem_11_1.jpg,$f(z)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} \frac{e^{i t}+z}{e^{i t}-z} u\left(e^{i t}\right) d t \quad(z \in U)$
3,3.3,Theorem,6,real_and_complex/3.3 Theorem_3_6.jpg,$\left(y_{1} y_{2} \cdots y_{n}\right)^{1 / n} \leq \frac{1}{n}\left(y_{1}+y_{2}+\cdots+y_{n}\right)$.
14,14.12,Theorem,1,real_and_complex/14.12 Theorem_14_1.jpg,$g^{2}(z)=f\left(z^{2}\right) \quad(z \in U)$.
12,12.12,The,7,real_and_complex/12.12 The Hausdorff-Young Theorem_12_7.jpg,$c_{n}(y)=\int_{X} F^{1 / 2} F^{i y} \varphi \bar{\psi}_{n} d \mu$.
16,16.19,Theorem,3,real_and_complex/16.19 Theorem_16_3.jpg,$Q \cap \varphi(Q)=\varnothing$
17,17.17,Theorem,7,real_and_complex/17.17 Theorem_17_7.jpg,$\log \left|f_{R}(z)\right|=P\left[\log ^{+}\left|f_{R}\right|\right](z)-P\left[\log ^{-}\left|f_{R}\right|\right](z)$
9,9.13,Theorem,5,real_and_complex/9.13 Theorem_9_5.jpg,$\left(g * h_{\lambda}\right)=\int_{-\infty}^{\infty} H(\lambda t) \hat{g}(t) d m(t)$
11,11.20,with,5,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_5.jpg,$K=\sum_{j=1}^{n}\left(h_{j}-h_{j+1}\right) \chi_{j}$
4,4.25,Theorem,3,real_and_complex/4.25 Theorem_4_3.jpg,"$s_{N}(t)=\sum_{-N}^{N} \hat{f}(n) e^{i n t} \quad(N=0,1,2, \ldots)$"
11,11.20,with,4,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_4.jpg,$\int_{T} P_{r}(t) d \mu\left(e^{i t}\right) \leq(M \mu) \quad(0 \leq r \leq 1)$.
4,4.25,Theorem,2,real_and_complex/4.25 Theorem_4_2.jpg,$\sum_{-\infty}^{\infty} \hat{f}(n) e^{i n t}$
9,9.13,Theorem,4,real_and_complex/9.13 Theorem_9_4.jpg,$|g(x)| \leq\left\|f_{-x}\right\|_{2}\|f\|_{2}=\|f\|_{2}^{2}$
14,14.6,Theorem,1,real_and_complex/14.6 Theorem_14_1.jpg,$D\left(z ; 2 \delta_{n}\right) \subset K_{n+1} \quad\left(z \in K_{n}\right)$.
17,17.18,Theorem,1,real_and_complex/17.18 Theorem_17_1.jpg,$|\log | g||=2 \log ^{+}|g|-\log |g|$
17,17.26,Theorem,1,real_and_complex/17.26 Theorem_17_1.jpg,$\|\psi h\|_{p} \leq A_{p}\|h\|_{p}$
13,13.5,Theorem,5,real_and_complex/13.5 Theorem_13_5.jpg,$\operatorname{Ind}_{\Gamma}(\alpha)=\sum_{r=1}^{m} \operatorname{Ind}_{\partial Q_{r}}(\alpha)$
